source,gen,id,question,ground_truth,hop_type,pipeline,is_coverage_error,predictions,score,faithfulness,sbert_cosine
"AEK Athens FC, whose home ground is in Greece, has 69618 members and compete in the Superleague Greece.","AEK Athens FC has 69,618 members.",lettria_012,How many members does AEK Athens FC have?,69618,t5,rag_parent_child,False,"{'HALL': 0.008986198343336582, 'NOHALL': 0.9910138249397278}",0.008986198343336582,0.9910138016566634,0.2906748950481415
"Arrabbiata sauce is from Italy, where the language is Italian and Pietro Grasso is the leader.",The leader of the country where Arrabbiata sauce comes from is Sergio Mattarella.,lettria_013,Who is the leader of the country where Arrabbiata sauce comes from?,Pietro Grasso,t5,rag_parent_child,False,"{'HALL': 0.9987812638282776, 'NOHALL': 0.0012187301181256771}",0.9987812638282776,0.0012187361717224121,0.31703948974609375
"The European Space Agency manufactured the Ariane 5, which was launched from the Guiana Space Centre, and had a final flight on the 18th December 2009.",The Ariane 5 was launched from the ELA-3 launchpad.,lettria_014,Where was the Ariane 5 launched from?,the Guiana Space Centre,t5,rag_parent_child,False,"{'HALL': 0.9983476400375366, 'NOHALL': 0.0016524019883945584}",0.9983476400375366,0.001652359962463379,0.1500239372253418
"The duration of the film 'It's great to be young', from 1956, is 94 minutes.",The film 'It's Great to Be Young' is 94 minutes long.,lettria_015,How long is the film 'It's great to be young'?,94 minutes,t5,rag_parent_child,False,"{'HALL': 0.03963873162865639, 'NOHALL': 0.9603613018989563}",0.03963873162865639,0.9603612683713436,0.42901062965393066
"Former The Wildweeds member, Al Anderson, is the guitarist in the band NRBQ, which plays Rock music.","The music genre played by the band where Al Anderson is the guitarist, NRBQ, is Rock music.",lettria_016,What music genre is played by the band where Al Anderson is the guitarist?,Rock music,t5,rag_parent_child,False,"{'HALL': 0.0027662315405905247, 'NOHALL': 0.9972338080406189}",0.0027662315405905247,0.9972337684594095,0.5242692232131958
Agremiação Sportiva Arapiraquense's ground is Estádio Municipal Coaracy da Mata Fonseca in Arapiraca. The team played in the Brazilian Campeonato Brasileiro Série C league and competed in the 2015 season of that league.,"The team based at Estádio Municipal Coaracy da Mata Fonseca, Agremiação Sportiva Arapiraquense, plays in the Campeonato Brasileiro Série C league.",lettria_017,What Brazilian league does the team based at Estádio Municipal Coaracy da Mata Fonseca play in?,Campeonato Brasileiro Série C,t5,rag_parent_child,False,"{'HALL': 0.9579870700836182, 'NOHALL': 0.04201295226812363}",0.9579870700836182,0.042012929916381836,0.5469337105751038
"Anderson is part of Madison County, Indiana in the U.S.","Anderson is part of Madison County, Indiana.",lettria_018,What county is Anderson part of?,"Madison County, Indiana",t5,rag_parent_child,False,"{'HALL': 0.5581647157669067, 'NOHALL': 0.44183531403541565}",0.5581647157669067,0.44183528423309326,0.7605946063995361
"Chinabank, founded on 08-16-1920, offers banking services as well as having a net income of 15,100,000,000.","Chinabank's net income is 15,100,000,000.",lettria_019,What is Chinabank's net income?,"15,100,000,000",t5,rag_parent_child,False,"{'HALL': 0.13434861600399017, 'NOHALL': 0.8656514286994934}",0.13434861600399017,0.8656513839960098,0.4957160949707031
"Alpena County Regional Airport is located in Wilson Township, Alpena County, Michigan in the United States. It has a runway length of 1533.0.","Alpena County Regional Airport is located in Wilson Township, Alpena County, Michigan, United States.",lettria_020,Where is Alpena County Regional Airport located?,"Wilson Township, Alpena County, Michigan",t5,rag_parent_child,False,"{'HALL': 9.768763993633911e-05, 'NOHALL': 0.9999022483825684}",9.768763993633911e-05,0.9999023123600637,0.7650585174560547
There are 250 academic staff at the AWH Engineering College in the state of Kerala. The College was established in 2001.,"The college established in 2001 in Kerala is AWH Engineering College. According to the context, AWH Engineering College has 250 academic staff. 

Therefore, 250 academic staff work at the college established in 2001 in Kerala.",lettria_021,How many academic staff work at the college established in 2001 in Kerala?,250,t5,rag_parent_child,False,"{'HALL': 0.044471271336078644, 'NOHALL': 0.955528736114502}",0.044471271336078644,0.9555287286639214,0.1271258443593979
Airey Neave fought in World War II which included the East African Campaign and had Benito Mussolini as a commander.,Benito Mussolini was a commander in the war Airey Neave fought in.,lettria_023,Who was a commander in the war Airey Neave fought in?,Benito Mussolini,t5,rag_parent_child,False,"{'HALL': 0.10519163310527802, 'NOHALL': 0.8948083519935608}",0.10519163310527802,0.894808366894722,0.6771969199180603
"Brandon Carter was born on January 1st, 1942, in England. He graduated from the University of Cambridge, where his doctoral advisor was Dennis William Sciama. Carter is know for his Doomsday argument and for his work on the Anthropic Principle.","The doctoral advisor of the scientist born on January 1st, 1942, in England, was Dennis William Sciama.",lettria_024,"Who was the doctoral advisor of the scientist born on January 1st, 1942 in England?",Dennis William Sciama,t5,rag_parent_child,False,"{'HALL': 0.9980339407920837, 'NOHALL': 0.0019660736434161663}",0.9980339407920837,0.0019660592079162598,0.7020165920257568
"Big Hero 6, distributed by Walt Disney Studios Motion Pictures, starred Ryan Potter and was Baymax's first film appearance.",Big Hero 6 starred Ryan Potter.,lettria_025,Who starred in Big Hero 6?,Ryan Potter,t5,rag_parent_child,False,"{'HALL': 0.011708537116646767, 'NOHALL': 0.9882914423942566}",0.011708537116646767,0.9882914628833532,0.5565080642700195
"Albuquerque is in New Mexico, United States. Americans live in the U.S. and Asian Americans are an ethnic group there.","Albuquerque is located in New Mexico, United States.",lettria_026,Where is Albuquerque located?,"New Mexico, United States",t5,rag_parent_child,False,"{'HALL': 0.0004322287568356842, 'NOHALL': 0.9995678067207336}",0.0004322287568356842,0.9995677712431643,0.7156045436859131
Atlanta is located in the United States (capital: Washington D.C.) and African Americans are an ethnic group in the country.,The capital of the country where Atlanta is located is Atlanta.,lettria_027,What is the capital of the country where Atlanta is located?,Washington D.C.,t5,rag_parent_child,False,"{'HALL': 0.9997830986976624, 'NOHALL': 0.0002168680221075192}",0.9997830986976624,0.00021690130233764648,0.24744802713394165
Albert Jennings Fountain was born in the United States and died in the New Mexico Territory. An ethnic group in the U.S.A. are African Americans.,"Albert Jennings Fountain died in Dona Ana County, New Mexico.",lettria_028,Where did Albert Jennings Fountain die?,New Mexico Territory,t5,rag_parent_child,False,"{'HALL': 0.9999462366104126, 'NOHALL': 5.371655061026104e-05}",0.9999462366104126,5.3763389587402344e-05,0.2007063925266266
"The runway length of Alpena County Regional Airport is 1,533 and it is located at Maple Ridge Township, Alpena County, Michigan, United States.",The runway length of Alpena County Regional Airport is 2744 metres.,lettria_029,What is the runway length of Alpena County Regional Airport?,"1,533",t5,rag_parent_child,False,"{'HALL': 0.0234057679772377, 'NOHALL': 0.9765941500663757}",0.0234057679772377,0.9765942320227623,0.057691458612680435
"Chinabank is a bank with 5594 employees that was founded on Aug. 16, 1920.","Chinabank has 5,594 employees.",lettria_030,How many employees does Chinabank have?,5594,t5,rag_parent_child,False,"{'HALL': 0.013317489065229893, 'NOHALL': 0.9866825342178345}",0.013317489065229893,0.9866825109347701,0.25120455026626587
Akeem Ayers former team is the Los Angeles Rams who are based at the Los Angeles Memorial Coliseum in LA.,"Akeem Ayers' former team, the Tennessee Titans, are based in Nashville.",lettria_031,Where are Akeem Ayers' former team based?,Los Angeles Memorial Coliseum,t5,rag_parent_child,False,"{'HALL': 0.9956690073013306, 'NOHALL': 0.00433100201189518}",0.9956690073013306,0.004330992698669434,0.15628169476985931
"Year of No Light self-produced their sludge-metal album Nord, and released it on September 6th, 2006. The band's next album was Live at Roadburn 2008.","Year of No Light released Nord on September 6, 2006.",lettria_033,When did Year of No Light release Nord?,"September 6th, 2006",t5,rag_parent_child,False,"{'HALL': 0.8833047151565552, 'NOHALL': 0.11669530719518661}",0.8833047151565552,0.11669528484344482,0.41363534331321716
"Brandon Carter who was born in England, graduated from the University of Cambridge and developed General Relativity as his profession. His doctoral advisor was Dennis William Sciama.",Brandon Carter was born in England.,lettria_034,Where was Brandon Carter born?,England,t5,rag_parent_child,False,"{'HALL': 0.004840514622628689, 'NOHALL': 0.9951594471931458}",0.004840514622628689,0.9951594853773713,0.26871633529663086
"The AIDS journal is published by Lippincott, Williams & Wilkins. It is is published in the UK, which capital is London.",The AIDS journal is published by Lippincott Williams & Wilkins.,lettria_035,Who publishes the AIDS journal?,"Lippincott, Williams & Wilkins",t5,rag_parent_child,False,"{'HALL': 0.00010365711932536215, 'NOHALL': 0.9998962879180908}",0.00010365711932536215,0.9998963428806746,0.4860779643058777
"1089 Tama has an escape velocity of 0.0068 kilometres per second, a temperature of 179 kelvins and an apoapsis of 373513000.0 kilometres.",The temperature of 1089 Tama is 179 kelvins.,lettria_036,What is the temperature of 1089 Tama?,179 kelvins,t5,rag_parent_child,False,"{'HALL': 0.9789409041404724, 'NOHALL': 0.021059075370430946}",0.9789409041404724,0.021059095859527588,0.6326878070831299
"Alan Shepard, from New Hampshire, received his M.A. from NWC in 1957.",Alan Shepard received his M.A. from NWC in 1957.,lettria_037,When did Alan Shepard receive his M.A. from NWC?,1957,t5,rag_parent_child,False,"{'HALL': 0.9279662370681763, 'NOHALL': 0.07203372567892075}",0.9279662370681763,0.07203376293182373,0.33543652296066284
"The English-language film, Super Capers, was edited by Stacy Katzman, and stars Michael Rooker and Tom Sizemore.",Stacy Katzman edited Super Capers.,lettria_039,Who edited Super Capers?,Stacy Katzman,t5,rag_parent_child,False,"{'HALL': 0.9992499947547913, 'NOHALL': 0.0007499658386223018}",0.9992499947547913,0.0007500052452087402,0.5819913148880005
A Loyal Character Dancer is published by Soho Press in the United States. The language of the United States is English.,The language of the country where A Loyal Character Dancer is published is English.,lettria_041,What is the language of the country where A Loyal Character Dancer is published?,English,t5,rag_parent_child,False,"{'HALL': 0.9261810779571533, 'NOHALL': 0.07381898909807205}",0.9261810779571533,0.07381892204284668,0.4557468891143799
Albert Jennings Fountain was born in New York and died in the U.S. where African Americans are an ethnic group.,"Albert Jennings Fountain was born in Staten Island, New York City.",lettria_042,Where was Albert Jennings Fountain born?,New York,t5,rag_parent_child,False,"{'HALL': 0.9702001810073853, 'NOHALL': 0.029799750074744225}",0.9702001810073853,0.029799818992614746,0.3427809178829193
"Super Capers is a 98 minutes English movie that was distributed by Roadside Attractions and Lionsgate. It was directed by Ray Griggs and edited by Stacy Katzman. The budget was $2,000,000.","The 98-minute English movie distributed by Roadside Attractions and Lionsgate, *Super Capers*, was directed by Ray Griggs.",lettria_043,Who directed the 98-minute English movie distributed by Roadside Attractions and Lionsgate?,Ray Griggs,t5,rag_parent_child,False,"{'HALL': 0.001258044270798564, 'NOHALL': 0.9987419247627258}",0.001258044270798564,0.9987419557292014,0.4265684485435486
"Lady Anne Monson was born in Darlington, in the Kingdom of England, on January 1st, 1726. Her nationality was with the Kingdom of England, but her residence was in India. She passed away on February 18th, 1776.","Lady Anne Monson was born on January 1, 1726.",lettria_044,When was Lady Anne Monson born?,"January 1st, 1726",t5,rag_parent_child,False,"{'HALL': 0.0056283059529960155, 'NOHALL': 0.9943716526031494}",0.0056283059529960155,0.994371694047004,0.6578049659729004
Charlie Colin is a former band mate of the band Train.,Charlie Colin is a former member of the band Train.,lettria_045,What band is Charlie Colin a former member of?,Train,t5,rag_parent_child,False,"{'HALL': 0.0031144842505455017, 'NOHALL': 0.9968854784965515}",0.0031144842505455017,0.9968855157494545,0.43909990787506104
T S Thakur and Narendra Modi are leaders in India where Amdavad ni Gufa is located.,"Amdavad ni Gufa is located in Ahmedabad, Gujarat, India.",lettria_046,Where is Amdavad ni Gufa located?,India,t5,rag_parent_child,False,"{'HALL': 0.7586727142333984, 'NOHALL': 0.2413272261619568}",0.7586727142333984,0.24132728576660156,0.33459705114364624
"Agra Airport is in Uttar Pradesh, Awadh, and is located at 167.94 metres above sea level.",Agra Airport is 167.94 metres above sea level.,lettria_047,How high is Agra Airport above sea level?,167.94 metres,t5,rag_parent_child,False,"{'HALL': 0.8744012713432312, 'NOHALL': 0.1255986988544464}",0.8744012713432312,0.1255987286567688,0.4405425190925598
Amarillo is part of Potter County and Randall County in Texas in the U.S.,"Amarillo is part of both Potter County and Randall County in Texas, US.",lettria_048,What county is Amarillo part of?,Potter County and Randall County,t5,rag_parent_child,False,"{'HALL': 0.00012132152915000916, 'NOHALL': 0.9998786449432373}",0.00012132152915000916,0.99987867847085,0.5466662049293518
Alan Shepard who died in California was born in New Hampshire and was selected by NASA in 1959.,"The astronaut who was born in New Hampshire and died in California, Alan Shepard, was selected by NASA in 1959.",lettria_049,When was the astronaut who was born in New Hampshire and died in California selected by NASA?,1959,t5,rag_parent_child,False,"{'HALL': 0.0009760392713360488, 'NOHALL': 0.9990239143371582}",0.0009760392713360488,0.999023960728664,0.31762030720710754
The book Alcatraz Versus the Evil Librarians comes from the U.S. and is written in English. One of the ethnic groups in the US are the Native Americans.,Alcatraz Versus the Evil Librarians is written in English.,lettria_050,In what language is Alcatraz Versus the Evil Librarians written?,English,t5,rag_parent_child,False,"{'HALL': 0.006908194161951542, 'NOHALL': 0.9930918216705322}",0.006908194161951542,0.9930918058380485,0.44963422417640686
"The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Karnataka, India and it is affiliated to Visvesvaraya Technological University.","The Acharya Institute of Technology, located at Soldevanahalli, Bangalore, is affiliated with Visvesvaraya Technological University.",lettria_051,"What university is the institute located at Soldevanahalli, Bangalore, affiliated with?",Visvesvaraya Technological University,t5,rag_parent_child,False,"{'HALL': 0.9912813305854797, 'NOHALL': 0.008718734607100487}",0.9912813305854797,0.008718669414520264,0.7113536596298218
"The 14th New Jersey Volunteer Infantry Monument (est. July 11th, 1907) is a historic district in the US provided by the National Park Service.","The 14th New Jersey Volunteer Infantry Monument was established on July 11th, 1907.",lettria_052,When was the 14th New Jersey Volunteer Infantry Monument established?,"July 11th, 1907",t5,rag_parent_child,False,"{'HALL': 0.041045960038900375, 'NOHALL': 0.9589540958404541}",0.041045960038900375,0.9589540399610996,0.6124244928359985
"1036 Ganymed was discovered by Walter Baade, a German National who studied at the University of Gottingen.","The discoverer of 1036 Ganymed, Walter Baade, studied at the University of Göttingen.",lettria_053,Where did the discoverer of 1036 Ganymed study?,the University of Gottingen,t5,rag_parent_child,False,"{'HALL': 0.09272700548171997, 'NOHALL': 0.90727299451828}",0.09272700548171997,0.90727299451828,0.46907132863998413
"Tom Sizemore, who began acting in 1989, and Adam West have both starred in Super Capers.",Tom Sizemore started acting in 1989.,lettria_054,When did Tom Sizemore start acting?,1989,t5,rag_parent_child,False,"{'HALL': 0.6430691480636597, 'NOHALL': 0.3569309115409851}",0.6430691480636597,0.35693085193634033,0.43496277928352356
"The compilation album Andy Warhol's Velvet Underground Featuring Nico was followed by The Velvet Underground album Squeeze, which was followed by The Bootleg Series Volume 1: The Quine Tapes, recorded through Polydor Records in London.",The album that followed Squeeze is Bootleg Series Volume 1: The Quine Tapes.,lettria_055,What album followed Squeeze?,The Bootleg Series Volume 1: The Quine Tapes,t5,rag_parent_child,False,"{'HALL': 0.9959751963615417, 'NOHALL': 0.0040248092263937}",0.9959751963615417,0.004024803638458252,0.7518962025642395
"The battle of Fredericksburg, in which Alfred Moore Scales participated, was part of the American Civil War military conflict during which Jefferson Davis was a commander.","Based on the provided context, two individuals are mentioned as commanders in the American Civil War: Abraham Lincoln and Jefferson Davis. Since Alfred Moore Scales participated in battles and sieges during the American Civil War (such as the Battle of Chancellorsville, the Battle of Gettysburg, and the Siege of Petersburg), and both Lincoln and Davis were commanders during this war, the answer is:

Abraham Lincoln and Jefferson Davis were commanders in the war that included the battles Alfred Moore Scales participated in.",lettria_056,Who was a commander in the war that included the battle Alfred Moore Scales participated in?,Jefferson Davis,t5,rag_parent_child,False,"{'HALL': 0.9120022058486938, 'NOHALL': 0.08799783140420914}",0.9120022058486938,0.08799779415130615,0.3931615352630615
"Baroque pop is a fusion genre which includes some elements of pop rock, an example of which is the Train song by Mermaid .",An example of Baroque pop fusion genre is the Train song by Mermaid.,lettria_057,What is an example of Baroque pop fusion genre?,Mermaid,t5,rag_parent_child,False,"{'HALL': 0.0008381902007386088, 'NOHALL': 0.9991618394851685}",0.0008381902007386088,0.9991618097992614,0.40715277194976807
"Atlantic City is in Atlantic County, New Jersey in the United States. Washington, D.C. is the capital of the U.S.",Atlantic City is located in Atlantic County.,lettria_058,What county is Atlantic City located in?,Atlantic County,t5,rag_parent_child,False,"{'HALL': 0.04532429203391075, 'NOHALL': 0.9546756744384766}",0.04532429203391075,0.9546757079660892,0.8304245471954346
"The A-Rosa Luna is powered by an MTU Friedrichshafen engine. Rolls-Royce Power Systems is the parent company of MTU Friedrichshafen, and Rolls-Royce Holdings is its owner.",The parent company of the engine manufacturer that powers the A-Rosa Luna is Rolls-Royce Power Systems.,lettria_059,What is the parent company of the engine manufacturer that powers the A-Rosa Luna?,Rolls-Royce Power Systems,t5,rag_parent_child,False,"{'HALL': 0.015208804979920387, 'NOHALL': 0.9847912192344666}",0.015208804979920387,0.9847911950200796,0.6598789691925049
Nord is a post metal album by Year of No Light and was released by Crucial Blast record label.,The record label that released Nord is Crucial Blast.,lettria_060,What record label released Nord?,Crucial Blast,t5,rag_parent_child,False,"{'HALL': 0.9939339756965637, 'NOHALL': 0.006066075526177883}",0.9939339756965637,0.006066024303436279,0.4479535222053528
"Alfredo Zitarrosa was born in Uruguay, where the leader is Raul Fernando Sendic Rodriguez. He died in Montevideo.","The leader of the country where Alfredo Zitarrosa was born, Uruguay, is Raúl Fernando Sendic Rodríguez.",lettria_061,Who is the leader of the country where Alfredo Zitarrosa was born?,Raul Fernando Sendic Rodriguez,t5,rag_parent_child,False,"{'HALL': 0.005709890741854906, 'NOHALL': 0.9942901134490967}",0.005709890741854906,0.9942901092581451,0.618132472038269
Justin Whalin's job is a presenter.,Justin Whalin's job is a presenter.,lettria_063,What is Justin Whalin's job?,presenter,t5,rag_parent_child,False,"{'HALL': 0.005265301093459129, 'NOHALL': 0.9947347640991211}",0.005265301093459129,0.9947346989065409,0.6386960744857788
Abilene Regional Airport serves the city of Abilene in Texas. Its runway is 2194 feet and is 546 m above sea level.,Abilene Regional Airport is 546 metres above sea level.,lettria_064,How far above sea level is Abilene Regional Airport?,546 m,t5,rag_parent_child,False,"{'HALL': 0.9342342615127563, 'NOHALL': 0.06576577574014664}",0.9342342615127563,0.06576573848724365,0.30011075735092163
"The United States uses the English language, includes the ethnic group of African Americans and is the location of Albany, Oregon.","Albany, Oregon is located in Oregon, which is part of the United States, with the capital being Washington, D.C.",lettria_065,"What is the location of Albany, Oregon?",the United States,t5,rag_parent_child,False,"{'HALL': 0.9980649352073669, 'NOHALL': 0.0019351267255842686}",0.9980649352073669,0.0019350647926330566,0.1688704490661621
"AIDAstella, which was built by Meyer Werft and is 253260.0 millimetres in length is operated by AIDA Cruises.",AIDA Cruises operates the AIDAstella.,lettria_066,Who operates AIDAstella?,AIDA Cruises,t5,rag_parent_child,False,"{'HALL': 0.9956258535385132, 'NOHALL': 0.004374172072857618}",0.9956258535385132,0.004374146461486816,0.8332846164703369
Bionico (contains raisins) is a food served at the dessert course found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans.,The currency of the country where Bionico is served is the Mexican peso.,lettria_067,What is the currency of the country where Bionico is served?,Mexican peso,t5,rag_parent_child,False,"{'HALL': 0.9984317421913147, 'NOHALL': 0.0015682321973145008}",0.9984317421913147,0.0015682578086853027,0.7178040146827698
"Arrabbiata sauce, a traditional dish from Rome in Italy, has chili pepper as one of its important ingredients.",One of the important ingredients of Arrabbiata sauce is chili pepper.,lettria_068,What is one of the important ingredients of Arrabbiata sauce?,chili pepper,t5,rag_parent_child,False,"{'HALL': 0.010953949764370918, 'NOHALL': 0.989046037197113}",0.010953949764370918,0.9890460502356291,0.5389003753662109
"Elliot See was born in Dallas, Collin County, Texas.",Elliot See was born in Dallas.,lettria_069,Where was Elliot See born?,Dallas,t5,rag_parent_child,False,"{'HALL': 0.41900432109832764, 'NOHALL': 0.5809956192970276}",0.41900432109832764,0.5809956789016724,0.4925662875175476
"The All India Council for Technical Education which is located in Mumbai, was proud to give the Technical Campus status to the Acharya Institute of Technology. The president of the Acharya Institute of Technology is B. M. Reddy and it is affiliated with Visvesvaraya Technological University. The campus address for the Acharya Institute of Technology is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090.",The president of the Acharya Institute of Technology is B. M. Reddy.,lettria_070,Who is the president of the Acharya Institute of Technology?,B. M. Reddy,t5,rag_parent_child,False,"{'HALL': 0.00047552172327414155, 'NOHALL': 0.9995244741439819}",0.00047552172327414155,0.9995244782767259,0.6702443361282349
11 Diagonal Street is in South Africa where the leader is Jacob Zuma An ethnic group found there are white South Africans.,"Based on the provided context, the leader of South Africa, where 11 Diagonal Street is located, is Jacob Zuma. However, it is important to note that the context contains inaccuracies: Jacob Zuma is not currently the leader of South Africa (he served as President from 2009 to 2018), and Cyril Ramaphosa is the current president. Despite these inaccuracies, the context consistently names Jacob Zuma as the leader. Therefore, according to the given information, the leader is Jacob Zuma.",lettria_071,Who is the leader of the country where 11 Diagonal Street is located?,Jacob Zuma,t5,rag_parent_child,False,"{'HALL': 0.9999688863754272, 'NOHALL': 3.109497265540995e-05}",0.9999688863754272,3.1113624572753906e-05,0.6342899203300476
"The 3Arena is located in Dublin, Leinster, and is owned by Live Nation Entertainment.",The 3Arena is owned by Live Nation Entertainment.,lettria_072,Who owns the 3Arena?,Live Nation Entertainment,t5,rag_parent_child,False,"{'HALL': 0.9478331804275513, 'NOHALL': 0.05216680467128754}",0.9478331804275513,0.05216681957244873,0.611301600933075
"Akeem Ayers was born on July 10th, 1989 and he used to play for the St. Louis Rams.","Akeem Ayers was born on July 10th, 1989.",lettria_073,When was Akeem Ayers born?,"July 10th, 1989",t5,rag_parent_child,False,"{'HALL': 0.0021445835009217262, 'NOHALL': 0.9978553652763367}",0.0021445835009217262,0.9978554164990783,0.463897168636322
"Aaron Deer from Indianapolis, United States is a Psychedelic music artiste.","Aaron Deer is from Indianapolis, Indiana.",lettria_074,Where is Aaron Deer from?,"Indianapolis, United States",t5,rag_parent_child,False,"{'HALL': 0.9832648634910583, 'NOHALL': 0.016735119745135307}",0.9832648634910583,0.01673513650894165,0.36561816930770874
Aaron Hunt's youth club was Goslarer SC 08 and he has played for Hamburger SV and SV Werder Bremen II.,Aaron Hunt's youth club was SV Werder Bremen.,lettria_075,What was Aaron Hunt's youth club?,Goslarer SC 08,t5,rag_parent_child,False,"{'HALL': 0.9986312985420227, 'NOHALL': 0.001368732308037579}",0.9986312985420227,0.001368701457977295,0.2864655554294586
The book Alcatraz Versus the Evil Librarians comes from the United States where one of the ethnic groups is African American and one of the leaders is Joe Biden.,One of the leaders of the country the book Alcatraz Versus the Evil Librarians comes from is Joe Biden.,lettria_076,Who is one of the leaders of the country the book Alcatraz Versus the Evil Librarians comes from?,Joe Biden,t5,rag_parent_child,False,"{'HALL': 0.13012200593948364, 'NOHALL': 0.8698779344558716}",0.13012200593948364,0.8698779940605164,0.5744418501853943
"The Year of No Light album Nord is in the sludge metal genre, one variety of which is southern sludge.",The genre of the Year of No Light album Nord is post metal.,lettria_077,What is the genre of the Year of No Light album Nord?,sludge metal,t5,rag_parent_child,False,"{'HALL': 0.00981959979981184, 'NOHALL': 0.9901803731918335}",0.00981959979981184,0.9901804002001882,0.2607223391532898
"Agremiação Sportiva Arapiraquense played in the 2015 season and play in the Campeonato Brasileiro Série C league, which Vila Nova Futebol Clube have been the champions of.","The champions of the league where Agremiação Sportiva Arapiraquense plays, the Campeonato Brasileiro Série C, have been Vila Nova Futebol Clube.",lettria_078,Who has been the champions of the league where Agremiação Sportiva Arapiraquense plays?,Vila Nova Futebol Clube,t5,rag_parent_child,False,"{'HALL': 0.5249230265617371, 'NOHALL': 0.47507694363594055}",0.5249230265617371,0.47507697343826294,0.6400464773178101
