source,gen,id,question,ground_truth,hop_type,pipeline,is_coverage_error,predictions,score,faithfulness,sbert_cosine
"The runway length of Alpena County Regional Airport is 1,533 and it is located at Maple Ridge Township, Alpena County, Michigan, United States.",The runway length of Alpena County Regional Airport is 2744 metres (or approximately 1533 feet).,lettria_029,What is the runway length of Alpena County Regional Airport?,"1,533",t5,rag_hybrid,False,"{'HALL': 0.6993004679679871, 'NOHALL': 0.30069950222969055}",0.6993004679679871,0.30069953203201294,0.06407695263624191
"Chinabank is a bank with 5594 employees that was founded on Aug. 16, 1920.",Chinabank has 5594 employees.,lettria_030,How many employees does Chinabank have?,5594,t5,rag_hybrid,False,"{'HALL': 0.03503772243857384, 'NOHALL': 0.9649622440338135}",0.03503772243857384,0.9649622775614262,0.36773762106895447
Akeem Ayers former team is the Los Angeles Rams who are based at the Los Angeles Memorial Coliseum in LA.,"Akeem Ayers' former team, the Los Angeles Rams, are based in Los Angeles.",lettria_031,Where are Akeem Ayers' former team based?,Los Angeles Memorial Coliseum,t5,rag_hybrid,False,"{'HALL': 0.07000160962343216, 'NOHALL': 0.9299983978271484}",0.07000160962343216,0.9299983903765678,0.37101754546165466
"The Velvet Underground had created the album Bootleg Series Volume 1: The Quine Tapes, which was produced by The Velvet Underground and recorded in the United States.",The Velvet Underground created the album Bootleg Series Volume 1: The Quine Tapes.,lettria_032,Who created the album Bootleg Series Volume 1: The Quine Tapes?,The Velvet Underground,t5,rag_hybrid,False,"{'HALL': 0.0029153188224881887, 'NOHALL': 0.9970846772193909}",0.0029153188224881887,0.9970846811775118,0.5811381340026855
"Year of No Light self-produced their sludge-metal album Nord, and released it on September 6th, 2006. The band's next album was Live at Roadburn 2008.","Year of No Light released Nord on September 6th, 2006.",lettria_033,When did Year of No Light release Nord?,"September 6th, 2006",t5,rag_hybrid,False,"{'HALL': 0.9229307174682617, 'NOHALL': 0.07706926763057709}",0.9229307174682617,0.07706928253173828,0.41886571049690247
"Brandon Carter who was born in England, graduated from the University of Cambridge and developed General Relativity as his profession. His doctoral advisor was Dennis William Sciama.",Brandon Carter was born in England.,lettria_034,Where was Brandon Carter born?,England,t5,rag_hybrid,False,"{'HALL': 0.004840514622628689, 'NOHALL': 0.9951594471931458}",0.004840514622628689,0.9951594853773713,0.2687162756919861
"The AIDS journal is published by Lippincott, Williams & Wilkins. It is is published in the UK, which capital is London.",The AIDS journal is published by Lippincott Williams & Wilkins.,lettria_035,Who publishes the AIDS journal?,"Lippincott, Williams & Wilkins",t5,rag_hybrid,False,"{'HALL': 0.00010365711932536215, 'NOHALL': 0.9998962879180908}",0.00010365711932536215,0.9998963428806746,0.4860779643058777
"1089 Tama has an escape velocity of 0.0068 kilometres per second, a temperature of 179 kelvins and an apoapsis of 373513000.0 kilometres.",The temperature of 1089 Tama is 179 kelvins.,lettria_036,What is the temperature of 1089 Tama?,179 kelvins,t5,rag_hybrid,False,"{'HALL': 0.9789409041404724, 'NOHALL': 0.021059075370430946}",0.9789409041404724,0.021059095859527588,0.6326878070831299
"Alan Shepard, from New Hampshire, received his M.A. from NWC in 1957.",Alan Shepard received his M.A. from NWC in 1957.,lettria_037,When did Alan Shepard receive his M.A. from NWC?,1957,t5,rag_hybrid,False,"{'HALL': 0.9279662370681763, 'NOHALL': 0.07203372567892075}",0.9279662370681763,0.07203376293182373,0.33543652296066284
"Aaron Hunt, whose club is VfL Wolfsburg managed by Dieter Hecking, has also played for Hamburger SV.","Based on the provided context, Aaron Hunt currently plays for Hamburger SV. The context does not mention who manages Hamburger SV. Therefore, the information needed to answer the question is not available in the given context.",lettria_038,Who manages the club where Aaron Hunt currently plays?,Dieter Hecking,t5,rag_hybrid,True,"{'HALL': 0.7197125554084778, 'NOHALL': 0.2802874743938446}",0.7197125554084778,0.2802874445915222,0.19558537006378174
"The English-language film, Super Capers, was edited by Stacy Katzman, and stars Michael Rooker and Tom Sizemore.",Stacy Katzman edited Super Capers.,lettria_039,Who edited Super Capers?,Stacy Katzman,t5,rag_hybrid,False,"{'HALL': 0.9992499947547913, 'NOHALL': 0.0007499658386223018}",0.9992499947547913,0.0007500052452087402,0.5819913148880005
"Agremiação Sportiva Arapiraquense is a club that plays in Brazil's Campeonato Brasileiro Série C league. Also known as Alvinegro, the club represents 17,000 members.","The nickname of Agremiação Sportiva Arapiraquense is ""Alvinegro"" or ""Asa Gigante"".",lettria_040,What is the nickname of Agremiação Sportiva Arapiraquense?,Alvinegro,t5,rag_hybrid,False,"{'HALL': 0.9583547115325928, 'NOHALL': 0.04164528846740723}",0.9583547115325928,0.04164528846740723,0.5977950692176819
A Loyal Character Dancer is published by Soho Press in the United States. The language of the United States is English.,The language of the country where A Loyal Character Dancer is published is English.,lettria_041,What is the language of the country where A Loyal Character Dancer is published?,English,t5,rag_hybrid,False,"{'HALL': 0.9261810779571533, 'NOHALL': 0.07381898909807205}",0.9261810779571533,0.07381892204284668,0.45574697852134705
Albert Jennings Fountain was born in New York and died in the U.S. where African Americans are an ethnic group.,"Albert Jennings Fountain was born in Staten Island, New York City.",lettria_042,Where was Albert Jennings Fountain born?,New York,t5,rag_hybrid,False,"{'HALL': 0.9702001810073853, 'NOHALL': 0.029799750074744225}",0.9702001810073853,0.029799818992614746,0.3427809178829193
"Super Capers is a 98 minutes English movie that was distributed by Roadside Attractions and Lionsgate. It was directed by Ray Griggs and edited by Stacy Katzman. The budget was $2,000,000.","The 98-minute English movie distributed by Roadside Attractions and Lionsgate, *Super Capers*, was directed by Ray Griggs.",lettria_043,Who directed the 98-minute English movie distributed by Roadside Attractions and Lionsgate?,Ray Griggs,t5,rag_hybrid,False,"{'HALL': 0.001258044270798564, 'NOHALL': 0.9987419247627258}",0.001258044270798564,0.9987419557292014,0.4265684485435486
"Lady Anne Monson was born in Darlington, in the Kingdom of England, on January 1st, 1726. Her nationality was with the Kingdom of England, but her residence was in India. She passed away on February 18th, 1776.","Lady Anne Monson was born on January 1, 1726.",lettria_044,When was Lady Anne Monson born?,"January 1st, 1726",t5,rag_hybrid,False,"{'HALL': 0.0056283059529960155, 'NOHALL': 0.9943716526031494}",0.0056283059529960155,0.994371694047004,0.6578049659729004
Charlie Colin is a former band mate of the band Train.,Charlie Colin is a former member of the band Train.,lettria_045,What band is Charlie Colin a former member of?,Train,t5,rag_hybrid,False,"{'HALL': 0.0031144842505455017, 'NOHALL': 0.9968854784965515}",0.0031144842505455017,0.9968855157494545,0.43909990787506104
T S Thakur and Narendra Modi are leaders in India where Amdavad ni Gufa is located.,"Amdavad ni Gufa is located in Ahmedabad, Gujarat, India, at the Lalbhai Dalpatbhai Campus, near CEPT University, opposite Gujarat University, on University Road.",lettria_046,Where is Amdavad ni Gufa located?,India,t5,rag_hybrid,False,"{'HALL': 0.9785203337669373, 'NOHALL': 0.0214796531945467}",0.9785203337669373,0.021479666233062744,0.30447983741760254
"Agra Airport is in Uttar Pradesh, Awadh, and is located at 167.94 metres above sea level.",Agra Airport is 167.94 meters above sea level.,lettria_047,How high is Agra Airport above sea level?,167.94 metres,t5,rag_hybrid,False,"{'HALL': 0.09370890259742737, 'NOHALL': 0.906291127204895}",0.09370890259742737,0.9062910974025726,0.429662823677063
Amarillo is part of Potter County and Randall County in Texas in the U.S.,"Amarillo is part of both Potter County and Randall County in Texas, U.S.",lettria_048,What county is Amarillo part of?,Potter County and Randall County,t5,rag_hybrid,False,"{'HALL': 0.01128848921507597, 'NOHALL': 0.9887114763259888}",0.01128848921507597,0.988711510784924,0.546894907951355
Alan Shepard who died in California was born in New Hampshire and was selected by NASA in 1959.,"The astronaut who was born in New Hampshire and died in California, Alan Shepard, was selected by NASA in 1959.",lettria_049,When was the astronaut who was born in New Hampshire and died in California selected by NASA?,1959,t5,rag_hybrid,False,"{'HALL': 0.0009760392713360488, 'NOHALL': 0.9990239143371582}",0.0009760392713360488,0.999023960728664,0.31762030720710754
The book Alcatraz Versus the Evil Librarians comes from the U.S. and is written in English. One of the ethnic groups in the US are the Native Americans.,Alcatraz Versus the Evil Librarians is written in English.,lettria_050,In what language is Alcatraz Versus the Evil Librarians written?,English,t5,rag_hybrid,False,"{'HALL': 0.006908194161951542, 'NOHALL': 0.9930918216705322}",0.006908194161951542,0.9930918058380485,0.44963425397872925
"The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Karnataka, India and it is affiliated to Visvesvaraya Technological University.","The Acharya Institute of Technology, located at Soldevanahalli, Bangalore, is affiliated with Visvesvaraya Technological University.",lettria_051,"What university is the institute located at Soldevanahalli, Bangalore, affiliated with?",Visvesvaraya Technological University,t5,rag_hybrid,False,"{'HALL': 0.9912813305854797, 'NOHALL': 0.008718734607100487}",0.9912813305854797,0.008718669414520264,0.7113536596298218
"The 14th New Jersey Volunteer Infantry Monument (est. July 11th, 1907) is a historic district in the US provided by the National Park Service.",The 14th New Jersey Volunteer Infantry Monument was established on 11 July 1907.,lettria_052,When was the 14th New Jersey Volunteer Infantry Monument established?,"July 11th, 1907",t5,rag_hybrid,False,"{'HALL': 0.07993701100349426, 'NOHALL': 0.9200629591941833}",0.07993701100349426,0.9200629889965057,0.6003607511520386
"1036 Ganymed was discovered by Walter Baade, a German National who studied at the University of Gottingen.","The discoverer of 1036 Ganymed, Walter Baade, studied at the University of Göttingen.",lettria_053,Where did the discoverer of 1036 Ganymed study?,the University of Gottingen,t5,rag_hybrid,False,"{'HALL': 0.09272700548171997, 'NOHALL': 0.90727299451828}",0.09272700548171997,0.90727299451828,0.4690713882446289
"Tom Sizemore, who began acting in 1989, and Adam West have both starred in Super Capers.",Tom Sizemore started acting in 1989.,lettria_054,When did Tom Sizemore start acting?,1989,t5,rag_hybrid,False,"{'HALL': 0.6430691480636597, 'NOHALL': 0.3569309115409851}",0.6430691480636597,0.35693085193634033,0.43496277928352356
"The compilation album Andy Warhol's Velvet Underground Featuring Nico was followed by The Velvet Underground album Squeeze, which was followed by The Bootleg Series Volume 1: The Quine Tapes, recorded through Polydor Records in London.",The album that followed Squeeze is The Bootleg Series Volume 1: The Quine Tapes.,lettria_055,What album followed Squeeze?,The Bootleg Series Volume 1: The Quine Tapes,t5,rag_hybrid,False,"{'HALL': 0.9895716905593872, 'NOHALL': 0.01042826846241951}",0.9895716905593872,0.010428309440612793,0.755626916885376
"The battle of Fredericksburg, in which Alfred Moore Scales participated, was part of the American Civil War military conflict during which Jefferson Davis was a commander.",Jefferson Davis was a commander in the war that included the battle Alfred Moore Scales participated in.,lettria_056,Who was a commander in the war that included the battle Alfred Moore Scales participated in?,Jefferson Davis,t5,rag_hybrid,False,"{'HALL': 0.02946343831717968, 'NOHALL': 0.9705365896224976}",0.02946343831717968,0.9705365616828203,0.5284692049026489
"Baroque pop is a fusion genre which includes some elements of pop rock, an example of which is the Train song by Mermaid .",An example of Baroque pop fusion genre is the Train song by Mermaid.,lettria_057,What is an example of Baroque pop fusion genre?,Mermaid,t5,rag_hybrid,False,"{'HALL': 0.0008381902007386088, 'NOHALL': 0.9991618394851685}",0.0008381902007386088,0.9991618097992614,0.40715277194976807
"Atlantic City is in Atlantic County, New Jersey in the United States. Washington, D.C. is the capital of the U.S.","Atlantic City is located in Atlantic County, New Jersey.",lettria_058,What county is Atlantic City located in?,Atlantic County,t5,rag_hybrid,False,"{'HALL': 0.007614415604621172, 'NOHALL': 0.9923856258392334}",0.007614415604621172,0.9923855843953788,0.770277202129364
"The A-Rosa Luna is powered by an MTU Friedrichshafen engine. Rolls-Royce Power Systems is the parent company of MTU Friedrichshafen, and Rolls-Royce Holdings is its owner.",The parent company of the engine manufacturer that powers the A-Rosa Luna is Rolls-Royce Power Systems.,lettria_059,What is the parent company of the engine manufacturer that powers the A-Rosa Luna?,Rolls-Royce Power Systems,t5,rag_hybrid,False,"{'HALL': 0.015208804979920387, 'NOHALL': 0.9847912192344666}",0.015208804979920387,0.9847911950200796,0.6598790884017944
Nord is a post metal album by Year of No Light and was released by Crucial Blast record label.,The record label that released Nord is Crucial Blast.,lettria_060,What record label released Nord?,Crucial Blast,t5,rag_hybrid,False,"{'HALL': 0.9939339756965637, 'NOHALL': 0.006066075526177883}",0.9939339756965637,0.006066024303436279,0.4479535222053528
"Alfredo Zitarrosa was born in Uruguay, where the leader is Raul Fernando Sendic Rodriguez. He died in Montevideo.","The leader of Uruguay, the country where Alfredo Zitarrosa was born, is Raúl Fernando Sendic Rodríguez.",lettria_061,Who is the leader of the country where Alfredo Zitarrosa was born?,Raul Fernando Sendic Rodriguez,t5,rag_hybrid,False,"{'HALL': 0.0010422593913972378, 'NOHALL': 0.9989577531814575}",0.0010422593913972378,0.9989577406086028,0.6196122169494629
Lady Anne Monson was born in the Kingdom of England in a town called Darlington which is in the UK.,Lady Anne Monson was born in Darlington.,lettria_062,In what town was Lady Anne Monson born?,Darlington,t5,rag_hybrid,False,"{'HALL': 0.9998661279678345, 'NOHALL': 0.00013387420040089637}",0.9998661279678345,0.00013387203216552734,0.4701237082481384
Justin Whalin's job is a presenter.,Justin Whalin's job is a presenter.,lettria_063,What is Justin Whalin's job?,presenter,t5,rag_hybrid,False,"{'HALL': 0.005265301093459129, 'NOHALL': 0.9947347640991211}",0.005265301093459129,0.9947346989065409,0.6386960744857788
Abilene Regional Airport serves the city of Abilene in Texas. Its runway is 2194 feet and is 546 m above sea level.,Abilene Regional Airport is 546 metres above sea level.,lettria_064,How far above sea level is Abilene Regional Airport?,546 m,t5,rag_hybrid,False,"{'HALL': 0.9342342615127563, 'NOHALL': 0.06576577574014664}",0.9342342615127563,0.06576573848724365,0.30011075735092163
"The United States uses the English language, includes the ethnic group of African Americans and is the location of Albany, Oregon.","Albany, Oregon is located in Linn County and part of Benton County, Oregon, within the United States.",lettria_065,"What is the location of Albany, Oregon?",the United States,t5,rag_hybrid,False,"{'HALL': 0.9875034689903259, 'NOHALL': 0.012496482580900192}",0.9875034689903259,0.012496531009674072,0.03495217114686966
"AIDAstella, which was built by Meyer Werft and is 253260.0 millimetres in length is operated by AIDA Cruises.",AIDAstella is operated by AIDA Cruises.,lettria_066,Who operates AIDAstella?,AIDA Cruises,t5,rag_hybrid,False,"{'HALL': 0.35149064660072327, 'NOHALL': 0.6485093832015991}",0.35149064660072327,0.6485093533992767,0.7923094630241394
Bionico (contains raisins) is a food served at the dessert course found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans.,The currency of the country where Bionico is served is the Mexican peso.,lettria_067,What is the currency of the country where Bionico is served?,Mexican peso,t5,rag_hybrid,False,"{'HALL': 0.9984317421913147, 'NOHALL': 0.0015682321973145008}",0.9984317421913147,0.0015682578086853027,0.7178040146827698
"Arrabbiata sauce, a traditional dish from Rome in Italy, has chili pepper as one of its important ingredients.",One of the important ingredients of Arrabbiata sauce is chili pepper.,lettria_068,What is one of the important ingredients of Arrabbiata sauce?,chili pepper,t5,rag_hybrid,False,"{'HALL': 0.010953949764370918, 'NOHALL': 0.989046037197113}",0.010953949764370918,0.9890460502356291,0.5389003753662109
"Elliot See was born in Dallas, Collin County, Texas.","Elliot See was born in Dallas, Collin County, Texas.",lettria_069,Where was Elliot See born?,Dallas,t5,rag_hybrid,False,"{'HALL': 0.0002243432099930942, 'NOHALL': 0.9997757077217102}",0.0002243432099930942,0.9997756567900069,0.3863998353481293
"The All India Council for Technical Education which is located in Mumbai, was proud to give the Technical Campus status to the Acharya Institute of Technology. The president of the Acharya Institute of Technology is B. M. Reddy and it is affiliated with Visvesvaraya Technological University. The campus address for the Acharya Institute of Technology is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090.",The president of the Acharya Institute of Technology is B. M. Reddy.,lettria_070,Who is the president of the Acharya Institute of Technology?,B. M. Reddy,t5,rag_hybrid,False,"{'HALL': 0.00047552172327414155, 'NOHALL': 0.9995244741439819}",0.00047552172327414155,0.9995244782767259,0.6702443361282349
11 Diagonal Street is in South Africa where the leader is Jacob Zuma An ethnic group found there are white South Africans.,The leader of the country where 11 Diagonal Street is located is Jacob Zuma.,lettria_071,Who is the leader of the country where 11 Diagonal Street is located?,Jacob Zuma,t5,rag_hybrid,False,"{'HALL': 0.07469245791435242, 'NOHALL': 0.92530757188797}",0.07469245791435242,0.9253075420856476,0.6788194179534912
"The 3Arena is located in Dublin, Leinster, and is owned by Live Nation Entertainment.",The 3Arena is owned by Live Nation Entertainment.,lettria_072,Who owns the 3Arena?,Live Nation Entertainment,t5,rag_hybrid,False,"{'HALL': 0.9478331804275513, 'NOHALL': 0.05216680467128754}",0.9478331804275513,0.05216681957244873,0.611301600933075
"Akeem Ayers was born on July 10th, 1989 and he used to play for the St. Louis Rams.","Akeem Ayers was born on July 10, 1989.",lettria_073,When was Akeem Ayers born?,"July 10th, 1989",t5,rag_hybrid,False,"{'HALL': 0.004239640198647976, 'NOHALL': 0.9957603812217712}",0.004239640198647976,0.995760359801352,0.4737376570701599
