source,gen,id,question,ground_truth,hop_type,pipeline,is_coverage_error
"The European Space Agency manufactured the Ariane 5, which was launched from the Guiana Space Centre, and had a final flight on the 18th December 2009.","The provided context does not specify where the Ariane 5 was launched from. It only mentions that the European Space Agency (ESA) is the manufacturer of the Ariane 5. Therefore, based on the given information, the launch site cannot be determined.",lettria_014,Where was the Ariane 5 launched from?,the Guiana Space Centre,t5,graphrag_k6,True
"The duration of the film 'It's great to be young', from 1956, is 94 minutes.","The film ""It's great to be young"" is 94 minutes long.",lettria_015,How long is the film 'It's great to be young'?,94 minutes,t5,graphrag_k6,False
"Former The Wildweeds member, Al Anderson, is the guitarist in the band NRBQ, which plays Rock music.",The music genre played by the band where Al Anderson is the guitarist is rock.,lettria_016,What music genre is played by the band where Al Anderson is the guitarist?,Rock music,t5,graphrag_k6,False
Agremiação Sportiva Arapiraquense's ground is Estádio Municipal Coaracy da Mata Fonseca in Arapiraca. The team played in the Brazilian Campeonato Brasileiro Série C league and competed in the 2015 season of that league.,"The context provided does not specify which Brazilian league the team Agremiação Sportiva Arapiraquense, based at Estádio Municipal Coaracy da Mata Fonseca, plays in. Therefore, based solely on the given information, the league cannot be determined.",lettria_017,What Brazilian league does the team based at Estádio Municipal Coaracy da Mata Fonseca play in?,Campeonato Brasileiro Série C,t5,graphrag_k6,True
"Anderson is part of Madison County, Indiana in the U.S.",Anderson is part of Madison County.,lettria_018,What county is Anderson part of?,"Madison County, Indiana",t5,graphrag_k6,False
"Chinabank, founded on 08-16-1920, offers banking services as well as having a net income of 15,100,000,000.","Chinabank's net income is 15,100,000,000.",lettria_019,What is Chinabank's net income?,"15,100,000,000",t5,graphrag_k6,False
"Alpena County Regional Airport is located in Wilson Township, Alpena County, Michigan in the United States. It has a runway length of 1533.0.",Alpena County Regional Airport is located in the United States (U.S.A.).,lettria_020,Where is Alpena County Regional Airport located?,"Wilson Township, Alpena County, Michigan",t5,graphrag_k6,False
There are 250 academic staff at the AWH Engineering College in the state of Kerala. The College was established in 2001.,"The provided context does not contain any information about the number of academic staff at AWH Engineering College or any college established in 2001 in Kerala. Therefore, based on the given knowledge graph, the question cannot be answered.",lettria_021,How many academic staff work at the college established in 2001 in Kerala?,250,t5,graphrag_k6,True
Anaheim is part of California in the US and is led by the California State Assembly.,"Based on the provided knowledge graph context, Anaheim is led by the United States House of Representatives.",lettria_022,Who leads Anaheim?,California State Assembly,t5,graphrag_k6,False
Airey Neave fought in World War II which included the East African Campaign and had Benito Mussolini as a commander.,The provided context does not specify who was a commander in the war Airey Neave fought in. It only states that Airey Neave participated in World War II and the Battle of France. No information about commanders is included.,lettria_023,Who was a commander in the war Airey Neave fought in?,Benito Mussolini,t5,graphrag_k6,True
"Brandon Carter was born on January 1st, 1942, in England. He graduated from the University of Cambridge, where his doctoral advisor was Dennis William Sciama. Carter is know for his Doomsday argument and for his work on the Anthropic Principle.","Based on the provided context, the scientist born on January 1st, 1942 in England is Brandon Carter. The context states that Brandon Carter's doctoral advisor was Dennis William Sciama.

Therefore, the doctoral advisor of the scientist born on January 1st, 1942 in England is Dennis William Sciama.",lettria_024,"Who was the doctoral advisor of the scientist born on January 1st, 1942 in England?",Dennis William Sciama,t5,graphrag_k6,False
"Big Hero 6, distributed by Walt Disney Studios Motion Pictures, starred Ryan Potter and was Baymax's first film appearance.",The actors who starred in Big Hero 6 are Jamie Chung and Ryan Potter.,lettria_025,Who starred in Big Hero 6?,Ryan Potter,t5,graphrag_k6,False
"Albuquerque is in New Mexico, United States. Americans live in the U.S. and Asian Americans are an ethnic group there.",Albuquerque is located in the United States.,lettria_026,Where is Albuquerque located?,"New Mexico, United States",t5,graphrag_k6,False
Atlanta is located in the United States (capital: Washington D.C.) and African Americans are an ethnic group in the country.,"The capital of the country where Atlanta is located is Atlanta. 

Explanation: The context states that Atlanta is in the United States, and Georgia's capital is Atlanta. Since Atlanta is a city in the United States, and the United States is the country where Atlanta is located, and Georgia (a state within the U.S.) has Atlanta as its capital, the capital of the country (United States) is not explicitly given in the context. However, based on the information provided, the only capital mentioned is Atlanta, which is the capital of Georgia, not the United States. Therefore, from the context alone, we cannot determine the capital of the United States. But since the question asks for the capital of the country where Atlanta is located (the United States), and that information is not provided in the context, we must conclude that the context does not allow us to answer the question definitively.

Wait — correction: The context only provides that Atlanta is in the United States, and that Georgia's capital is Atlanta. It does not state what the capital of the United States is. Therefore, based solely on the given context, we cannot determine the capital of the United States.

Thus, the correct answer is: **The context does not provide the capital of the United States.**

However, if the question is interpreted as asking for the capital of the country where Atlanta is located, and if we assume that ""capital"" refers to the capital of the state or region mentioned, then Atlanta is the capital of Georgia, and Georgia is in the United States. But the capital of the United States is Washington, D.C., which is not mentioned.

Therefore, based strictly on the context, **the capital of the country where Atlanta is located (the United States) is not provided.**

But if we are to answer based only on the information in the context, and if we misinterpret ""capital of the country"" as ""capital of the state where Atlanta is located"", then Atlanta would be the answer.

But the question is: ""What is the capital of the country where Atlanta is located?""

Atlanta is located in the United States. The capital of the United States is Washington, D.C. But that is not in the context.

So, strictly based on the context, we cannot answer the question.

But since the question requires an answer based only on the context, and the context does not state the capital of the United States, the correct response is:

**The context does not provide the capital of the United States.**

However, if we are forced",lettria_027,What is the capital of the country where Atlanta is located?,Washington D.C.,t5,graphrag_k6,True
Albert Jennings Fountain was born in the United States and died in the New Mexico Territory. An ethnic group in the U.S.A. are African Americans.,Albert Jennings Fountain died in the United States.,lettria_028,Where did Albert Jennings Fountain die?,New Mexico Territory,t5,graphrag_k6,False
"The runway length of Alpena County Regional Airport is 1,533 and it is located at Maple Ridge Township, Alpena County, Michigan, United States.","The runway length of Alpena County Regional Airport is 1,533 metres or 2,744.0 metres. These values appear multiple times in the context, indicating they are the recorded runway lengths.",lettria_029,What is the runway length of Alpena County Regional Airport?,"1,533",t5,graphrag_k6,False
"Chinabank is a bank with 5594 employees that was founded on Aug. 16, 1920.","Chinabank has 5,594 employees.",lettria_030,How many employees does Chinabank have?,5594,t5,graphrag_k6,False
Akeem Ayers former team is the Los Angeles Rams who are based at the Los Angeles Memorial Coliseum in LA.,"The provided context does not contain any information about Akeem Ayers' former teams or their locations. Therefore, it is not possible to determine where Akeem Ayers' former team is based based on the given information.",lettria_031,Where are Akeem Ayers' former team based?,Los Angeles Memorial Coliseum,t5,graphrag_k6,True
"The Velvet Underground had created the album Bootleg Series Volume 1: The Quine Tapes, which was produced by The Velvet Underground and recorded in the United States.","The context provided does not specify who created the album *Bootleg Series Volume 1: The Quine Tapes*. It only mentions the release date. Therefore, based on the given information, the creator cannot be determined.",lettria_032,Who created the album Bootleg Series Volume 1: The Quine Tapes?,The Velvet Underground,t5,graphrag_k6,True
"Year of No Light self-produced their sludge-metal album Nord, and released it on September 6th, 2006. The band's next album was Live at Roadburn 2008.","The context provided does not indicate that Year of No Light released Nord. Instead, it states that Nord is a producer of Year of No Light. Therefore, the question ""When did Year of No Light release Nord?"" is based on a misunderstanding of the relationship described. There is no information about a release of Nord by Year of No Light.",lettria_033,When did Year of No Light release Nord?,"September 6th, 2006",t5,graphrag_k6,True
"Brandon Carter who was born in England, graduated from the University of Cambridge and developed General Relativity as his profession. His doctoral advisor was Dennis William Sciama.",Brandon Carter was born in England.,lettria_034,Where was Brandon Carter born?,England,t5,graphrag_k6,False
"The AIDS journal is published by Lippincott, Williams & Wilkins. It is is published in the UK, which capital is London.",The provided context does not specify who publishes the AIDS Journal.,lettria_035,Who publishes the AIDS journal?,"Lippincott, Williams & Wilkins",t5,graphrag_k6,True
"1089 Tama has an escape velocity of 0.0068 kilometres per second, a temperature of 179 kelvins and an apoapsis of 373513000.0 kilometres.",The temperature of 1089 Tama is 179 kelvins.,lettria_036,What is the temperature of 1089 Tama?,179 kelvins,t5,graphrag_k6,False
"Alan Shepard, from New Hampshire, received his M.A. from NWC in 1957.","The provided context does not include any information about the date when Alan Shepard received his M.A. from NWC. Therefore, the question cannot be answered based on the given information.",lettria_037,When did Alan Shepard receive his M.A. from NWC?,1957,t5,graphrag_k6,True
"Aaron Hunt, whose club is VfL Wolfsburg managed by Dieter Hecking, has also played for Hamburger SV.","The provided context does not include information about who manages the club where Aaron Hunt currently plays. Therefore, the question cannot be answered based on the given information.",lettria_038,Who manages the club where Aaron Hunt currently plays?,Dieter Hecking,t5,graphrag_k6,True
"The English-language film, Super Capers, was edited by Stacy Katzman, and stars Michael Rooker and Tom Sizemore.",Stacy Katzman edited Super Capers.,lettria_039,Who edited Super Capers?,Stacy Katzman,t5,graphrag_k6,False
"Agremiação Sportiva Arapiraquense is a club that plays in Brazil's Campeonato Brasileiro Série C league. Also known as Alvinegro, the club represents 17,000 members.",The nickname of Agremiação Sportiva Arapiraquense is AS Arapiraquense.,lettria_040,What is the nickname of Agremiação Sportiva Arapiraquense?,Alvinegro,t5,graphrag_k6,False
A Loyal Character Dancer is published by Soho Press in the United States. The language of the United States is English.,"The book *A Loyal Character Dancer* is published in the United States, and the language of the United States is English. Therefore, the language of the country where *A Loyal Character Dancer* is published is English.",lettria_041,What is the language of the country where A Loyal Character Dancer is published?,English,t5,graphrag_k6,False
Albert Jennings Fountain was born in New York and died in the U.S. where African Americans are an ethnic group.,"Albert Jennings Fountain was born in the United States, specifically in New York.",lettria_042,Where was Albert Jennings Fountain born?,New York,t5,graphrag_k6,False
"Super Capers is a 98 minutes English movie that was distributed by Roadside Attractions and Lionsgate. It was directed by Ray Griggs and edited by Stacy Katzman. The budget was $2,000,000.","The provided context does not contain information about the director of the 98-minute English movie distributed by Roadside Attractions and Lionsgate. Therefore, based on the given information, the question cannot be answered.",lettria_043,Who directed the 98-minute English movie distributed by Roadside Attractions and Lionsgate?,Ray Griggs,t5,graphrag_k6,True
"Lady Anne Monson was born in Darlington, in the Kingdom of England, on January 1st, 1726. Her nationality was with the Kingdom of England, but her residence was in India. She passed away on February 18th, 1776.","The context provided does not include information about Lady Anne Monson's birth date. Therefore, it is not possible to determine when she was born based on the given information.",lettria_044,When was Lady Anne Monson born?,"January 1st, 1726",t5,graphrag_k6,False
Charlie Colin is a former band mate of the band Train.,Charlie Colin is a former member of Train.,lettria_045,What band is Charlie Colin a former member of?,Train,t5,graphrag_k6,False
T S Thakur and Narendra Modi are leaders in India where Amdavad ni Gufa is located.,"Amdavad ni Gufa is located in Gujarat, India.",lettria_046,Where is Amdavad ni Gufa located?,India,t5,graphrag_k6,False
"Agra Airport is in Uttar Pradesh, Awadh, and is located at 167.94 metres above sea level.",Agra Airport is 167.94 meters (or 167.94 metres) above sea level.,lettria_047,How high is Agra Airport above sea level?,167.94 metres,t5,graphrag_k6,False
Amarillo is part of Potter County and Randall County in Texas in the U.S.,Amarillo is part of Potter County.,lettria_048,What county is Amarillo part of?,Potter County and Randall County,t5,graphrag_k6,False
Alan Shepard who died in California was born in New Hampshire and was selected by NASA in 1959.,"The provided context does not include information about when Alan Shepard was selected by NASA, nor does it mention his death in California. Therefore, based solely on the given information, the question cannot be answered.",lettria_049,When was the astronaut who was born in New Hampshire and died in California selected by NASA?,1959,t5,graphrag_k6,True
The book Alcatraz Versus the Evil Librarians comes from the U.S. and is written in English. One of the ethnic groups in the US are the Native Americans.,Alcatraz Versus the Evil Librarians is written in English.,lettria_050,In what language is Alcatraz Versus the Evil Librarians written?,English,t5,graphrag_k6,False
