source,gen,id,question,ground_truth,hop_type,pipeline,is_coverage_error
There are 250 academic staff at the AWH Engineering College in the state of Kerala. The College was established in 2001.,"The college established in 2001 in Kerala is AWH Engineering College. According to the context, AWH Engineering College has 250 academic staff.

Therefore, 250 academic staff work at the college established in 2001 in Kerala.",lettria_021,How many academic staff work at the college established in 2001 in Kerala?,250,t5,rag_hybrid,False
Anaheim is part of California in the US and is led by the California State Assembly.,Anaheim is led by the United States House of Representatives.,lettria_022,Who leads Anaheim?,California State Assembly,t5,rag_hybrid,False
Airey Neave fought in World War II which included the East African Campaign and had Benito Mussolini as a commander.,Benito Mussolini was a commander in the war Airey Neave fought in.,lettria_023,Who was a commander in the war Airey Neave fought in?,Benito Mussolini,t5,rag_hybrid,False
"Brandon Carter was born on January 1st, 1942, in England. He graduated from the University of Cambridge, where his doctoral advisor was Dennis William Sciama. Carter is know for his Doomsday argument and for his work on the Anthropic Principle.","The doctoral advisor of the scientist born on January 1st, 1942, in England, Brandon Carter, was Dennis William Sciama.",lettria_024,"Who was the doctoral advisor of the scientist born on January 1st, 1942 in England?",Dennis William Sciama,t5,rag_hybrid,False
"Big Hero 6, distributed by Walt Disney Studios Motion Pictures, starred Ryan Potter and was Baymax's first film appearance.","The actors who starred in Big Hero 6 are Ryan Potter and Jamie Chung. Additionally, Scott Adsit voiced Baymax in the film.",lettria_025,Who starred in Big Hero 6?,Ryan Potter,t5,rag_hybrid,False
"Albuquerque is in New Mexico, United States. Americans live in the U.S. and Asian Americans are an ethnic group there.","Albuquerque is located in New Mexico, which is in the United States.",lettria_026,Where is Albuquerque located?,"New Mexico, United States",t5,rag_hybrid,False
Atlanta is located in the United States (capital: Washington D.C.) and African Americans are an ethnic group in the country.,The capital of the country where Atlanta is located is Washington D.C.,lettria_027,What is the capital of the country where Atlanta is located?,Washington D.C.,t5,rag_hybrid,False
Albert Jennings Fountain was born in the United States and died in the New Mexico Territory. An ethnic group in the U.S.A. are African Americans.,Albert Jennings Fountain died in the New Mexico Territory.,lettria_028,Where did Albert Jennings Fountain die?,New Mexico Territory,t5,rag_hybrid,False
"The runway length of Alpena County Regional Airport is 1,533 and it is located at Maple Ridge Township, Alpena County, Michigan, United States.",The runway length of Alpena County Regional Airport is 2744 metres.,lettria_029,What is the runway length of Alpena County Regional Airport?,"1,533",t5,rag_hybrid,False
"Chinabank is a bank with 5594 employees that was founded on Aug. 16, 1920.",Chinabank has 5594 employees.,lettria_030,How many employees does Chinabank have?,5594,t5,rag_hybrid,False
Akeem Ayers former team is the Los Angeles Rams who are based at the Los Angeles Memorial Coliseum in LA.,"The context provided contains conflicting information about Akeem Ayers' former teams. However, the teams mentioned are:

- Tennessee Titans – based in Nashville
- Los Angeles Rams – based in Los Angeles (specifically at the Los Angeles Memorial Coliseum)
- New England Patriots – based in Foxborough, Massachusetts

Since the question asks about the location of Akeem Ayers' former team, and multiple teams are listed as former teams in the context, we must identify which one is accurate.

Notably, the statement ""Akeem Ayers' former team was the Los Angeles Rams"" appears multiple times, and it is also stated that ""The current team of Akeem Ayers is the Los Angeles Rams,"" which implies he is currently with the Rams, meaning they are not his former team.

Therefore, the only consistent former team mentioned is the **Tennessee Titans** (based in Nashville) and the **New England Patriots**.

However, based on factual knowledge and the context, Akeem Ayers played for the Tennessee Titans and the Los Angeles Rams (as a former team), but not the New England Patriots.

Thus, the correct former team based on the context and real-world facts is the **Tennessee Titans**, which are based in **Nashville**.

**Answer: Nashville.**",lettria_031,Where are Akeem Ayers' former team based?,Los Angeles Memorial Coliseum,t5,rag_hybrid,False
"The Velvet Underground had created the album Bootleg Series Volume 1: The Quine Tapes, which was produced by The Velvet Underground and recorded in the United States.",The album Bootleg Series Volume 1: The Quine Tapes was created by The Velvet Underground.,lettria_032,Who created the album Bootleg Series Volume 1: The Quine Tapes?,The Velvet Underground,t5,rag_hybrid,False
"Year of No Light self-produced their sludge-metal album Nord, and released it on September 6th, 2006. The band's next album was Live at Roadburn 2008.","Year of No Light released Nord on September 6th, 2006.",lettria_033,When did Year of No Light release Nord?,"September 6th, 2006",t5,rag_hybrid,False
"Brandon Carter who was born in England, graduated from the University of Cambridge and developed General Relativity as his profession. His doctoral advisor was Dennis William Sciama.",Brandon Carter was born in England.,lettria_034,Where was Brandon Carter born?,England,t5,rag_hybrid,False
"The AIDS journal is published by Lippincott, Williams & Wilkins. It is is published in the UK, which capital is London.",The AIDS journal is published by Lippincott Williams & Wilkins.,lettria_035,Who publishes the AIDS journal?,"Lippincott, Williams & Wilkins",t5,rag_hybrid,False
"1089 Tama has an escape velocity of 0.0068 kilometres per second, a temperature of 179 kelvins and an apoapsis of 373513000.0 kilometres.",The temperature of 1089 Tama is 179 kelvins.,lettria_036,What is the temperature of 1089 Tama?,179 kelvins,t5,rag_hybrid,False
"Alan Shepard, from New Hampshire, received his M.A. from NWC in 1957.",Alan Shepard received his M.A. from NWC in 1957.,lettria_037,When did Alan Shepard receive his M.A. from NWC?,1957,t5,rag_hybrid,False
"Aaron Hunt, whose club is VfL Wolfsburg managed by Dieter Hecking, has also played for Hamburger SV.","Based on the provided information, Aaron Hunt currently plays for Goslarer SC 08, which is a youth club under SV Werder Bremen. The manager of SV Werder Bremen II, which is also part of the same club structure, is Alexander Nouri. Since Goslarer SC 08 is associated with SV Werder Bremen and no other manager is mentioned for Goslarer SC 08 specifically, it is reasonable to infer that Alexander Nouri manages the club where Aaron Hunt currently plays.

Therefore, the answer is: Alexander Nouri.",lettria_038,Who manages the club where Aaron Hunt currently plays?,Dieter Hecking,t5,rag_hybrid,False
"The English-language film, Super Capers, was edited by Stacy Katzman, and stars Michael Rooker and Tom Sizemore.",Stacy Katzman edited Super Capers.,lettria_039,Who edited Super Capers?,Stacy Katzman,t5,rag_hybrid,False
"Agremiação Sportiva Arapiraquense is a club that plays in Brazil's Campeonato Brasileiro Série C league. Also known as Alvinegro, the club represents 17,000 members.",The nickname of Agremiação Sportiva Arapiraquense is Alvinegro.,lettria_040,What is the nickname of Agremiação Sportiva Arapiraquense?,Alvinegro,t5,rag_hybrid,False
A Loyal Character Dancer is published by Soho Press in the United States. The language of the United States is English.,The language of the country where A Loyal Character Dancer is published is English.,lettria_041,What is the language of the country where A Loyal Character Dancer is published?,English,t5,rag_hybrid,False
Albert Jennings Fountain was born in New York and died in the U.S. where African Americans are an ethnic group.,"Albert Jennings Fountain was born in Staten Island, New York.",lettria_042,Where was Albert Jennings Fountain born?,New York,t5,rag_hybrid,False
"Super Capers is a 98 minutes English movie that was distributed by Roadside Attractions and Lionsgate. It was directed by Ray Griggs and edited by Stacy Katzman. The budget was $2,000,000.",Ray Griggs directed the 98-minute English movie distributed by Roadside Attractions and Lionsgate.,lettria_043,Who directed the 98-minute English movie distributed by Roadside Attractions and Lionsgate?,Ray Griggs,t5,rag_hybrid,False
"Lady Anne Monson was born in Darlington, in the Kingdom of England, on January 1st, 1726. Her nationality was with the Kingdom of England, but her residence was in India. She passed away on February 18th, 1776.","Lady Anne Monson was born on January 1, 1726.",lettria_044,When was Lady Anne Monson born?,"January 1st, 1726",t5,rag_hybrid,False
Charlie Colin is a former band mate of the band Train.,Charlie Colin is a former member of the band Train.,lettria_045,What band is Charlie Colin a former member of?,Train,t5,rag_hybrid,False
T S Thakur and Narendra Modi are leaders in India where Amdavad ni Gufa is located.,"Amdavad ni Gufa is located in Ahmedabad, Gujarat, India.",lettria_046,Where is Amdavad ni Gufa located?,India,t5,rag_hybrid,False
"Agra Airport is in Uttar Pradesh, Awadh, and is located at 167.94 metres above sea level.",Agra Airport is 167.94 metres above sea level.,lettria_047,How high is Agra Airport above sea level?,167.94 metres,t5,rag_hybrid,False
Amarillo is part of Potter County and Randall County in Texas in the U.S.,"Amarillo is part of both Potter County and Randall County in Texas, United States.",lettria_048,What county is Amarillo part of?,Potter County and Randall County,t5,rag_hybrid,False
Alan Shepard who died in California was born in New Hampshire and was selected by NASA in 1959.,"The astronaut who was born in New Hampshire and died in California, Alan Shepard, was selected by NASA in 1959.",lettria_049,When was the astronaut who was born in New Hampshire and died in California selected by NASA?,1959,t5,rag_hybrid,False
The book Alcatraz Versus the Evil Librarians comes from the U.S. and is written in English. One of the ethnic groups in the US are the Native Americans.,Alcatraz Versus the Evil Librarians is written in English.,lettria_050,In what language is Alcatraz Versus the Evil Librarians written?,English,t5,rag_hybrid,False
"The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Karnataka, India and it is affiliated to Visvesvaraya Technological University.","The Acharya Institute of Technology, located in Soldevanahalli, Bangalore, is affiliated with the Visvesvaraya Technological University.",lettria_051,"What university is the institute located at Soldevanahalli, Bangalore, affiliated with?",Visvesvaraya Technological University,t5,rag_hybrid,False
"The 14th New Jersey Volunteer Infantry Monument (est. July 11th, 1907) is a historic district in the US provided by the National Park Service.",The 14th New Jersey Volunteer Infantry Monument was established on 11 July 1907.,lettria_052,When was the 14th New Jersey Volunteer Infantry Monument established?,"July 11th, 1907",t5,rag_hybrid,False
"1036 Ganymed was discovered by Walter Baade, a German National who studied at the University of Gottingen.","The discoverer of 1036 Ganymed, Walter Baade, studied at the University of Göttingen.",lettria_053,Where did the discoverer of 1036 Ganymed study?,the University of Gottingen,t5,rag_hybrid,False
"Tom Sizemore, who began acting in 1989, and Adam West have both starred in Super Capers.",Tom Sizemore started acting in 1989.,lettria_054,When did Tom Sizemore start acting?,1989,t5,rag_hybrid,False
"The compilation album Andy Warhol's Velvet Underground Featuring Nico was followed by The Velvet Underground album Squeeze, which was followed by The Bootleg Series Volume 1: The Quine Tapes, recorded through Polydor Records in London.",The album that followed Squeeze is The Bootleg Series Volume 1: The Quine Tapes.,lettria_055,What album followed Squeeze?,The Bootleg Series Volume 1: The Quine Tapes,t5,rag_hybrid,False
"The battle of Fredericksburg, in which Alfred Moore Scales participated, was part of the American Civil War military conflict during which Jefferson Davis was a commander.","Based on the provided context, Abraham Lincoln was a commander in the American Civil War, which included the battles that Alfred Moore Scales participated in, such as the Battle of Fredericksburg, the Battle of Gettysburg, and the Siege of Petersburg. Therefore, Abraham Lincoln was a commander in the war that included the battles Alfred Moore Scales participated in.",lettria_056,Who was a commander in the war that included the battle Alfred Moore Scales participated in?,Jefferson Davis,t5,rag_hybrid,False
"Baroque pop is a fusion genre which includes some elements of pop rock, an example of which is the Train song by Mermaid .",An example of Baroque pop fusion genre is the Train song by Mermaid.,lettria_057,What is an example of Baroque pop fusion genre?,Mermaid,t5,rag_hybrid,False
"Atlantic City is in Atlantic County, New Jersey in the United States. Washington, D.C. is the capital of the U.S.","Atlantic City is located in Atlantic County, New Jersey.",lettria_058,What county is Atlantic City located in?,Atlantic County,t5,rag_hybrid,False
"The A-Rosa Luna is powered by an MTU Friedrichshafen engine. Rolls-Royce Power Systems is the parent company of MTU Friedrichshafen, and Rolls-Royce Holdings is its owner.",The parent company of the engine manufacturer that powers the A-Rosa Luna is Rolls-Royce Power Systems.,lettria_059,What is the parent company of the engine manufacturer that powers the A-Rosa Luna?,Rolls-Royce Power Systems,t5,rag_hybrid,False
Nord is a post metal album by Year of No Light and was released by Crucial Blast record label.,The record label that released Nord is Crucial Blast.,lettria_060,What record label released Nord?,Crucial Blast,t5,rag_hybrid,False
"Alfredo Zitarrosa was born in Uruguay, where the leader is Raul Fernando Sendic Rodriguez. He died in Montevideo.","The leader of the country where Alfredo Zitarrosa was born, Uruguay, is Raúl Fernando Sendic Rodríguez.",lettria_061,Who is the leader of the country where Alfredo Zitarrosa was born?,Raul Fernando Sendic Rodriguez,t5,rag_hybrid,False
Lady Anne Monson was born in the Kingdom of England in a town called Darlington which is in the UK.,Lady Anne Monson was born in Darlington.,lettria_062,In what town was Lady Anne Monson born?,Darlington,t5,rag_hybrid,False
Justin Whalin's job is a presenter.,Justin Whalin's job is a presenter.,lettria_063,What is Justin Whalin's job?,presenter,t5,rag_hybrid,False
Abilene Regional Airport serves the city of Abilene in Texas. Its runway is 2194 feet and is 546 m above sea level.,Abilene Regional Airport is 546 metres above sea level.,lettria_064,How far above sea level is Abilene Regional Airport?,546 m,t5,rag_hybrid,False
"The United States uses the English language, includes the ethnic group of African Americans and is the location of Albany, Oregon.","Albany, Oregon is a city in Benton County, Oregon, which is located in the United States. The capital of Oregon is Salem.",lettria_065,"What is the location of Albany, Oregon?",the United States,t5,rag_hybrid,False
"AIDAstella, which was built by Meyer Werft and is 253260.0 millimetres in length is operated by AIDA Cruises.",AIDAstella is operated by AIDA Cruises.,lettria_066,Who operates AIDAstella?,AIDA Cruises,t5,rag_hybrid,False
Bionico (contains raisins) is a food served at the dessert course found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans.,The currency of the country where Bionico is served is the Mexican peso.,lettria_067,What is the currency of the country where Bionico is served?,Mexican peso,t5,rag_hybrid,False
"Arrabbiata sauce, a traditional dish from Rome in Italy, has chili pepper as one of its important ingredients.",One of the important ingredients of Arrabbiata sauce is chili pepper.,lettria_068,What is one of the important ingredients of Arrabbiata sauce?,chili pepper,t5,rag_hybrid,False
"Elliot See was born in Dallas, Collin County, Texas.",Elliot See was born in Dallas.,lettria_069,Where was Elliot See born?,Dallas,t5,rag_hybrid,False
"The All India Council for Technical Education which is located in Mumbai, was proud to give the Technical Campus status to the Acharya Institute of Technology. The president of the Acharya Institute of Technology is B. M. Reddy and it is affiliated with Visvesvaraya Technological University. The campus address for the Acharya Institute of Technology is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090.",The president of the Acharya Institute of Technology is B. M. Reddy.,lettria_070,Who is the president of the Acharya Institute of Technology?,B. M. Reddy,t5,rag_hybrid,False
11 Diagonal Street is in South Africa where the leader is Jacob Zuma An ethnic group found there are white South Africans.,The leaders of the country where 11 Diagonal Street is located are Jacob Zuma and Cyril Ramaphosa.,lettria_071,Who is the leader of the country where 11 Diagonal Street is located?,Jacob Zuma,t5,rag_hybrid,False
"The 3Arena is located in Dublin, Leinster, and is owned by Live Nation Entertainment.",The 3Arena is owned by Live Nation Entertainment.,lettria_072,Who owns the 3Arena?,Live Nation Entertainment,t5,rag_hybrid,False
"Akeem Ayers was born on July 10th, 1989 and he used to play for the St. Louis Rams.","Akeem Ayers was born on July 10, 1989.",lettria_073,When was Akeem Ayers born?,"July 10th, 1989",t5,rag_hybrid,False
"Aaron Deer from Indianapolis, United States is a Psychedelic music artiste.","Aaron Deer is from Indianapolis, Indiana, United States.",lettria_074,Where is Aaron Deer from?,"Indianapolis, United States",t5,rag_hybrid,False
Aaron Hunt's youth club was Goslarer SC 08 and he has played for Hamburger SV and SV Werder Bremen II.,Aaron Hunt's youth club was Goslarer SC 08.,lettria_075,What was Aaron Hunt's youth club?,Goslarer SC 08,t5,rag_hybrid,False
The book Alcatraz Versus the Evil Librarians comes from the United States where one of the ethnic groups is African American and one of the leaders is Joe Biden.,One of the leaders of the country the book Alcatraz Versus the Evil Librarians comes from is Joe Biden.,lettria_076,Who is one of the leaders of the country the book Alcatraz Versus the Evil Librarians comes from?,Joe Biden,t5,rag_hybrid,False
"The Year of No Light album Nord is in the sludge metal genre, one variety of which is southern sludge.",The genre of the Year of No Light album Nord is sludge metal.,lettria_077,What is the genre of the Year of No Light album Nord?,sludge metal,t5,rag_hybrid,False
"Agremiação Sportiva Arapiraquense played in the 2015 season and play in the Campeonato Brasileiro Série C league, which Vila Nova Futebol Clube have been the champions of.","Vila Nova Futebol Clube has been the champions of the Campeonato Brasileiro Série C league, where Agremiação Sportiva Arapiraquense plays.",lettria_078,Who has been the champions of the league where Agremiação Sportiva Arapiraquense plays?,Vila Nova Futebol Clube,t5,rag_hybrid,False
"Albany, Georgia has a population density of 535 people per square kilometer, its total area is 144.7 sq kms and is elevated 62 meters above sea level.","The population density of Albany, Georgia is 535 inhabitants per square kilometre.",lettria_079,"What is the population density of Albany, Georgia?",535 people per square kilometer,t5,rag_hybrid,False
Distributor of the movie Super Capers is Roadside Attractions.,The distributor of Super Capers is Roadside Attractions and Lionsgate.,lettria_080,Who is the distributor of Super Capers?,Roadside Attractions,t5,rag_hybrid,False
"Mexico inhabited by Mexicans with peso as its currency has Silvano Aureoles Conejo as one of its leaders. Bionico is served as a dessert in Mexico and comes from Guadalajara. It has chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins as its main ingredients.","Bionico comes from the Guadalajara region in Mexico, specifically from the Jalisco region.",lettria_081,Where does Bionico come from?,Guadalajara,t5,rag_hybrid,False
"A severed Wasp was written in English in the United States, where African Americans are an ethnic group.",The ethnic group that lives in the country where *A Severed Wasp* was written is Native Americans.,lettria_082,What ethnic group lives in the country where A Severed Wasp was written?,African Americans,t5,rag_hybrid,False
"A dish served for dessert, Bionico requires granola as one of its ingredients. It can also have honey added to it.",One of the ingredients of Bionico is granola.,lettria_083,What is one of the ingredients of Bionico?,granola,t5,rag_hybrid,False
"In the United States, one of the national ethnic groups are the African Americans. The United States is where Abraham A. Ribicoff, who was married to Casey Ribicoff, died.","Abraham A. Ribicoff was married to Ruth Ribicoff or Casey Ribicoff, according to the provided context. However, there is a contradiction in the information, as two different names are given for his spouse. The most consistent details mention Ruth Ribicoff, but multiple sentences also state Casey Ribicoff. Based on the information provided, the answer cannot be definitively determined due to conflicting data.",lettria_084,Who was Abraham A. Ribicoff married to?,Casey Ribicoff,t5,rag_hybrid,False
"The full name of the A.F.C. Fylde is ""Association Football Club Fylde"" they are based at Bryning Lane and have 3180 members.","The full name of A.F.C. Fylde is ""Association Football Club Fylde"".",lettria_085,What is the full name of A.F.C. Fylde?,Association Football Club Fylde,t5,rag_hybrid,False
The pop rock song Mermaid by the band Train was released under the record label Columbia Records.,"The record label that released ""Mermaid"" by Train is Columbia Records.",lettria_086,What record label released Mermaid?,Columbia Records,t5,rag_hybrid,False
Abraham A.Ribicoff is from the United States and his wife is Casey Ribicoff.,"Based on the provided context, Abraham A. Ribicoff's wife is Casey Ribicoff.",lettria_087,Who is Abraham A. Ribicoff's wife?,Casey Ribicoff,t5,rag_hybrid,False
"Anaheim, California in the U.S. is led by the California State Assembly.","Anaheim, California is led by the California State Assembly.",lettria_088,"Who leads Anaheim, California?",California State Assembly,t5,rag_hybrid,False
"108 St. Georges Terrace has a floor area of 39500 square metres and is located in Perth, Australia.","The floor area of 108 St. Georges Terrace is 39,500 square metres.",lettria_089,What is the floor area of 108 St. Georges Terrace?,39500 square metres,t5,rag_hybrid,False
"Austin is part of Hays County, Texas and the states largest city is Houston.",The largest city in Texas is Houston.,lettria_090,What is the largest city in Texas?,Houston,t5,rag_hybrid,False
"The 3Arena is located in Dublin, which is a part of Leinster, in the Republic of Ireland.","The 3Arena is located in Dublin, which is in the Republic of Ireland. Therefore, the country is the Republic of Ireland.",lettria_091,In what country is the city where the 3Arena is located?,the Republic of Ireland,t5,rag_hybrid,False
The icebreaker Aleksey Chirikov was built at the Arctech Helsinki Shipyard in Finland where the leader is Juha Sipila.,The leader of the country where the Aleksey Chirikov was built is Juha Sipilä.,lettria_092,Who is the leader of the country where the Aleksey Chirikov was built?,Juha Sipila,t5,rag_hybrid,False
"Lady Anne Monson was born in Darlington on January 1, 1726, and died on February 18, 1776.","Lady Anne Monson died on February 18, 1776.",lettria_093,When did Lady Anne Monson die?,"February 18, 1776",t5,rag_hybrid,False
Bacon explosion which contains bacon and sausage is a dish found in the United States.,Bacon Explosion contains bacon and sausage.,lettria_094,What does Bacon Explosion contain?,bacon and sausage,t5,rag_hybrid,False
"Recorded in San Francisco and released October 16, 2001, Bootleg Series Volume 1: The Quine Tapes is 230.05 minutes long. It was preceded by the Velvet Underground album Squeeze.","The album recorded in San Francisco that was preceded by *Squeeze* is *Bootleg Series Volume 1: The Quine Tapes*. It was released on **October 16, 2001**.",lettria_095,When was the album recorded in San Francisco that was preceded by Squeeze released?,"October 16, 2001",t5,rag_hybrid,False
Darinka Dentcheva's professional field is Mathematical optimization and is particularly known for stochastic programming.,Darinka Dentcheva's professional field is mathematical optimization.,lettria_096,What is Darinka Dentcheva's professional field?,Mathematical optimization,t5,rag_hybrid,False
"Alexandria, Indiana is part of Madison County Indiana in the United States. The largest city in Madison County is Anderson.",The largest city in Madison County is Anderson.,lettria_097,What is the largest city in Madison County?,Anderson,t5,rag_hybrid,False
Trane is in the building materials industry producing building management systems. One of the products offered by Trane is HVAC.,One of the products offered by Trane is HVAC.,lettria_098,What is one of the products offered by Trane?,HVAC,t5,rag_hybrid,False
"The Acharya Institute of Technology is in Bangalore, Karnataka. It is associated with the Visvesvaraya Technological University.","The Acharya Institute of Technology is located in Bangalore, Karnataka, India.",lettria_099,Where is the Acharya Institute of Technology located?,"Bangalore, Karnataka",t5,rag_hybrid,False
Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group.,The ethnic group that lives in the country where Abraham A. Ribicoff was born is African Americans.,lettria_100,What ethnic group lives in the country where Abraham A. Ribicoff was born?,African Americans,t5,rag_hybrid,False
89646863 is the LCCN number of ACM Transactions on Information Systems.,The LCCN number of ACM Transactions on Information Systems is 89646863.,oskgc_001,What is the LCCN number of ACM Transactions on Information Systems?,89646863,t5,rag_hybrid,False
'A Glastonbury Romance' was followed by 'Weymouth Sands' which was authored by John Cowper Powys.,John Cowper Powys wrote the book that followed 'A Glastonbury Romance'.,oskgc_002,Who wrote the book that followed 'A Glastonbury Romance'?,John Cowper Powys,t5,rag_hybrid,False
"Before her death on February 18, 1776, Lady Anne Monson was a resident of India married to George Monson.",Lady Anne Monson was married to George Monson.,oskgc_003,Who was Lady Anne Monson married to?,George Monson,t5,rag_hybrid,False
"English is spoken in the United States, where Native Americans are an ethnic group and where Albany (Georgia) can be found.","The language spoken in the country where Albany, Georgia can be found is English.",oskgc_004,"What language is spoken in the country where Albany, Georgia can be found?",English,t5,rag_hybrid,False
One of the main ingredients in Binignit is sago.,One of the main ingredients in Binignit is banana.,oskgc_005,What is one of the main ingredients in Binignit?,sago,t5,rag_hybrid,False
Alpharetta is part of Fulton County (Georgia) in the United States. The United States is home to an ethnic group called African Americans.,The ethnic groups that live in the country where Alpharetta is located (the United States) include African Americans and Asian Americans.,oskgc_006,What ethnic group lives in the country where Alpharetta is located?,African Americans,t5,rag_hybrid,False
"Alfons Gorbach, who was born in Imst, was in office during President Adolf Schärf's reign.","The politician born in Imst is not mentioned in the provided context. The context only discusses Abraham A. Ribicoff, who was born in Connecticut, not Imst. Therefore, based on the given information, it is not possible to determine under which president the politician born in Imst was in office.",oskgc_007,Under which president was the politician born in Imst in office?,Adolf Schärf,t5,rag_hybrid,True
The University of Burgundy campus is located in Dijon.,"The University of Burgundy campus is located in Dijon, France.",oskgc_008,Where is the University of Burgundy campus located?,Dijon,t5,rag_hybrid,False
